"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-05-01 ~ 2026-05-31"
"실거래구분 : 연립다세대(전월세)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"3912","서울특별시 송파구 가락동","109-6","0109","0006","(109-6)","월세","24.7000","202605","06","1,000","80","4","2020","중대로10길 37-19","202605~202805","갱신","-","1,000","77","연립다세대"
"3913","서울특별시 강남구 삼성동","90-3","0090","0003","삼성그린빌라","전세","54.2600","202605","06","30,000","0","1","1995","영동대로 630-7","202605~202805","갱신","-","28,665","0","연립다세대"
"3914","서울특별시 서초구 양재동","383-4","0383","0004","삼성빌라","전세","138.4800","202605","06","63,000","0","1","1997","동산로10길 58","202605~202805","갱신","사용","60,000","0","연립다세대"
"3915","서울특별시 송파구 석촌동","294-16","0294","0016","세종주택(294-16)","월세","91.4300","202605","06","37,800","10","5","2003","백제고분로40길 29-16","202606~202806","갱신","-","37,800","5","연립다세대"
"3916","서울특별시 광진구 구의동","52-19","0052","0019","하우스청","전세","59.6700","202605","06","34,600","0","2","2013","자양로43길 36","202607~202807","갱신","사용","33,000","0","연립다세대"
"3917","서울특별시 강서구 화곡동","968-10","0968","0010","성진타운","전세","28.2700","202605","06","14,000","0","3","2012","까치산로20길 5","202605~202805","갱신","-","12,500","5","연립다세대"
"3918","서울특별시 마포구 아현동","743-8","0743","0008","88빌라3동(구85-579)","전세","35.7900","202605","06","22,000","0","3","1988","마포대로24안길 5","202605~202805","갱신","-","20,000","0","연립다세대"
"3919","서울특별시 금천구 가산동","151-6","0151","0006","다솜","전세","29.9100","202605","06","19,350","0","2","2016","남부순환로112길 37-4","202606~202806","갱신","-","19,350","0","연립다세대"
"3920","서울특별시 성북구 보문동2가","74-7","0074","0007","(74-7)","전세","103.1900","202605","06","37,500","0","5","2002","지봉로21길 16","202605~202805","갱신","-","37,000","0","연립다세대"
"3921","서울특별시 중구 신당동","824","0824","0000","수연빌라","월세","29.6500","202605","06","10,000","54","1","2002","동호로17가길 20","202606~202806","갱신","사용","10,000","50","연립다세대"
"3922","서울특별시 송파구 방이동","140-7","0140","0007","1동","월세","20.0000","202605","06","11,300","8","4","2003","오금로23길 32","202606~202806","갱신","사용","11,300","5","연립다세대"
"3923","서울특별시 송파구 잠실동","298-7","0298","0007","(298-7)","월세","37.2300","202605","06","14,000","44","3","2004","백제고분로12길 12-7","202606~202706","갱신","-","14,000","39","연립다세대"
"3924","서울특별시 양천구 목동","525-7","0525","0007","에프앤드에이빌라","월세","29.6600","202605","06","5,000","72","5","2016","목동중앙북로18길 16","202606~202806","갱신","-","5,000","68","연립다세대"
"3925","경기도 과천시 별양동","26-9","0026","0009","H-point","전세","53.2400","202605","06","23,000","0","3","2021","향촌3길 33","202606~202806","갱신","-","20,000","9","연립다세대"
"3926","서울특별시 마포구 서교동","483-10","0483","0010","(483-10)","전세","86.4700","202605","06","42,000","0","4","2002","월드컵로8길 45-3","202606~202806","갱신","사용","40,000","0","연립다세대"
"3927","경기도 용인시 수지구 성복동","549-45","0549","0045","유진어반하임","전세","78.7300","202605","06","38,300","0","2","2019","성복1로249번길 8","202606~202806","갱신","사용","36,500","0","연립다세대"
"3928","서울특별시 강남구 역삼동","778-11","0778","0011","아이리스","전세","17.6000","202605","06","19,150","0","5","2010","언주로69길 27-5","202605~202805","갱신","-","19,200","0","연립다세대"
"3929","서울특별시 성동구 행당동","1-62","0001","0062","(1-62)","월세","15.2400","202605","06","4,000","52","3","2005","마조로9길 12-6","202606~202801","갱신","-","4,000","47","연립다세대"
"3930","서울특별시 송파구 송파동","102-4","0102","0004","글로리아빌","월세","21.5800","202605","06","22,400","3","5","2025","송이로2길 9","202606~202806","갱신","-","8,000","65","연립다세대"
"3931","경기도 시흥시 대야동","459-6","0459","0006","보강하이츠빌라A동(13차)","전세","47.2500","202605","06","8,300","0","4","1995","대골길 47-12","202605~202608","갱신","-","8,300","0","연립다세대"
"3932","서울특별시 송파구 삼전동","43-16","0043","0016","오성빌","월세","73.2800","202605","06","20,000","36","3","2003","삼전로4길 29","202606~202806","갱신","-","20,000","31","연립다세대"
"3933","서울특별시 송파구 풍납동","270-16","0270","0016","삼성리버빌딩","월세","21.4700","202605","06","18,900","3","6","2017","토성로 18-1","202605~202805","갱신","-","18,900","0","연립다세대"
"3934","서울특별시 송파구 잠실동","225-7","0225","0007","(225-7)","월세","21.5100","202605","06","1,000","56","3","2012","올림픽로10길 49","202605~202805","갱신","-","1,000","54","연립다세대"
"3935","서울특별시 강남구 개포동","1231-20","1231","0020","천일빌딩","전세","68.4600","202605","06","38,000","0","3","2003","개포로20길 11","202606~202806","갱신","-","32,000","0","연립다세대"
"3936","서울특별시 강서구 화곡동","879-12","0879","0012","한울아트빌나동","전세","60.7800","202605","06","17,900","0","5","2002","강서로8길 52","202606~202806","갱신","-","17,900","0","연립다세대"
"3937","경기도 광명시 광명동","288-180","0288","0180","장수빌라","월세","46.5200","202605","06","2,000","45","4","2001","광명로861번길 2-2","202605~202805","갱신","-","3,000","40","연립다세대"
"3938","서울특별시 송파구 잠실동","316-5","0316","0005","316-5","월세","29.1600","202605","06","36,000","10","2","2022","백제고분로18길 8-13","202606~202806","갱신","-","36,000","10","연립다세대"
"3939","서울특별시 마포구 합정동","74-18","0074","0018","강변타운(74-18)","전세","35.5200","202605","06","10,500","0","-1","1989","토정로4길 41","202606~202806","갱신","사용","10,000","0","연립다세대"
"3940","서울특별시 강북구 수유동","52-118","0052","0118","신혼빌라","전세","33.2500","202605","06","12,000","0","3","1993","덕릉로24길 41-2","202605~202805","갱신","-","11,940","0","연립다세대"
"3941","서울특별시 용산구 용문동","25-12","0025","0012","한강타운","전세","12.6900","202605","06","13,300","0","5","2013","새창로 120-5","202606~202706","갱신","사용","12,700","0","연립다세대"
"3942","서울특별시 종로구 평창동","154-22","0154","0022","(154-22)","월세","31.9300","202605","06","11,000","10","3","2002","평창21길 9-14","202605~202805","갱신","-","11,000","10","연립다세대"
"3943","경기도 수원시 권선구 서둔동","188-2","0188","0002","청한연립","월세","59.1300","202605","06","11,550","6","1","1984","수인로135번길 43","202606~202806","갱신","-","11,000","5","연립다세대"
"3944","서울특별시 송파구 문정동","34-14","0034","0014","(34-14)","전세","22.8700","202605","06","12,600","0","3","2014","동남로6길 31-11","202605~202805","갱신","-","12,600","0","연립다세대"
"3945","서울특별시 강남구 역삼동","778-11","0778","0011","아이리스","전세","17.6000","202605","06","19,200","0","5","2010","언주로69길 27-5","202605~202805","갱신","-","19,200","0","연립다세대"
"3946","서울특별시 서초구 방배동","868-17","0868","0017","프리마벨라","전세","54.9100","202605","06","51,030","0","3","2016","방배중앙로13길 7","202605~202805","갱신","사용","48,600","0","연립다세대"
"3947","서울특별시 양천구 신정동","946-15","0946","0015","우진맨션","월세","34.8200","202605","06","12,500","30","2","2003","오목로 148-42","202606~202806","갱신","-","12,500","25","연립다세대"
"3948","경기도 광주시 신현동","744","0744","0000","초원빌라(3동)","전세","84.3100","202605","06","15,500","0","3","1997","신현로12번길 29","202605~202805","갱신","-","15,500","0","연립다세대"
"3949","경기도 성남시 중원구 금광동","113","0113","0000","더힐팰리스","전세","54.6000","202605","06","33,600","0","6","2019","희망로 402","202606~202806","갱신","-","30,000","0","연립다세대"
"3950","서울특별시 송파구 방이동","166-5","0166","0005","리치아트빌","전세","66.5700","202605","06","37,000","0","2","2002","위례성대로10길 19","202605~202805","갱신","-","35,000","0","연립다세대"
"3951","서울특별시 강남구 삼성동","115-34","0115","0034","진빌리지","월세","28.9900","202605","06","28,920","5","3","2015","봉은사로70길 9","202605~202705","갱신","-","28,920","0","연립다세대"
"3952","서울특별시 영등포구 신길동","1515","1515","0000","세원빌라바동","전세","36.8700","202605","06","13,000","0","2","1988","신풍로 105-8","202605~202805","갱신","-","11,000","10","연립다세대"
"3953","서울특별시 양천구 목동","525-7","0525","0007","에프앤드에이빌라","월세","29.9400","202605","06","6,000","85","4","2016","목동중앙북로18길 16","202607~202807","갱신","-","6,000","80","연립다세대"
"3954","서울특별시 광진구 자양동","771-17","0771","0017","한양에버빌(771-17)","전세","47.7800","202605","06","35,000","0","3","2018","자양로19가길 16","202605~202703","갱신","-","35,000","0","연립다세대"
"3955","서울특별시 용산구 청파동1가","89-13","0089","0013","에이스빌","전세","44.0800","202605","06","17,075","0","2","2007","청파로71나길 23-5","202605~202805","갱신","사용","16,275","0","연립다세대"
"3956","경기도 과천시 부림동","38-6","0038","0006","다온빌","전세","56.6500","202605","06","37,800","0","5","2019","부림로 28-16","202605~202805","갱신","사용","36,000","0","연립다세대"
"3957","경기도 과천시 문원동","144","0144","0000","세인트빌","전세","84.5800","202605","06","35,000","0","1","2002","문원청계1길 4","202605~202611","갱신","-","35,000","0","연립다세대"
"3958","경기도 평택시 신장동","624-28","0624","0028","드림캐슬빌리지","월세","59.9600","202605","06","1,000","80","4","2013","남산로 39","202605~202705","갱신","-","1,000","80","연립다세대"
"3959","경기도 수원시 영통구 매탄동","197","0197","0000","동남빌라","월세","60.0000","202605","06","12,000","33","3","1992","매영로 9","202606~202806","갱신","사용","12,000","30","연립다세대"
"3960","서울특별시 송파구 삼전동","43-10","0043","0010","(43-10)","월세","57.9600","202605","06","15,000","81","3","2005","삼전로4길 25-1","202605~202805","갱신","-","15,000","75","연립다세대"
"3961","서울특별시 송파구 삼전동","43-10","0043","0010","(43-10)","월세","57.9600","202605","06","15,000","81","3","2005","삼전로4길 25-1","202605~202805","갱신","-","15,000","75","연립다세대"
"3962","서울특별시 송파구 석촌동","268","0268","0000","(268-0)","전세","27.5100","202605","06","27,750","0","4","2015","가락로11길 16","202605~202805","갱신","-","27,300","0","연립다세대"
"3963","서울특별시 송파구 석촌동","19-2","0019","0002","가원맨션","전세","68.5900","202605","06","17,000","0","-1","2000","백제고분로36나길 15","202605~202805","갱신","-","16,300","0","연립다세대"
"3964","서울특별시 강남구 개포동","1179-5","1179","0005","써드플레이스개포","월세","38.7600","202605","06","20,000","50","4","2024","논현로4길 51","202605~202805","갱신","-","30,000","15","연립다세대"
"3965","서울특별시 마포구 연남동","564-33","0564","0033","필하우스","월세","41.5100","202605","06","21,000","20","2","2003","월드컵북로8길 18-7","202605~202805","갱신","-","20,000","10","연립다세대"
"3966","서울특별시 마포구 합정동","91-11","0091","0011","한강타운(91-11)","전세","48.4400","202605","06","31,500","0","2","2009","토정로2길 6-9","202606~202806","갱신","사용","31,000","0","연립다세대"
"3967","서울특별시 노원구 하계동","278","0278","0000","청구하계401","전세","136.6800","202605","06","60,900","0","3","1996","공릉로 320","202605~202805","갱신","사용","58,000","0","연립다세대"
"3968","서울특별시 성북구 길음동","1207","1207","0000","SMPARK3차","월세","48.0000","202605","06","39,500","5","8","2018","삼양로9길 13-7","202605~202705","갱신","사용","39,500","0","연립다세대"
"3969","서울특별시 중랑구 묵동","243-102","0243","0102","드림하우스","월세","47.6600","202605","06","19,000","25","2","2012","동일로151길 50-12","202605~202805","갱신","사용","20,000","20","연립다세대"
"3970","서울특별시 중랑구 중화동","296-21","0296","0021","세종에코그린","월세","28.8400","202605","06","13,000","44","2","2022"," ","202606~202806","갱신","-","13,000","40","연립다세대"
"3971","서울특별시 송파구 문정동","33-16","0033","0016","(33-16)","월세","33.6800","202605","06","1,000","49","2","2003","동남로6길 29-9","202605~202805","갱신","사용","1,000","46","연립다세대"
"3972","서울특별시 송파구 삼전동","178-11","0178","0011","예산빌딩","월세","43.5500","202605","06","4,000","72","4","2004","삼학사로11길 5","202605~202805","갱신","-","4,000","62","연립다세대"
"3973","서울특별시 서초구 반포동","715-39","0715","0039","현대누리지빌라","전세","45.6800","202605","06","25,400","0","4","1998","주흥9길 24","202605~202805","갱신","사용","24,200","0","연립다세대"
"3974","서울특별시 서대문구 홍제동","318-7","0318","0007","서천빌라","전세","58.4400","202605","06","21,000","0","3","1995","통일로37다길 17","202605~202805","갱신","사용","21,000","0","연립다세대"
"3975","서울특별시 서대문구 북아현동","1-340","0001","0340","힐스타빌리지3차","전세","53.6500","202605","06","40,950","0","2","2019","북아현로22마길 19","202606~202806","갱신","사용","39,000","0","연립다세대"
"3976","서울특별시 강동구 상일동","173","0173","0000","상일삼성빌라","전세","84.9400","202605","06","57,500","0","2","1988","상암로 325","202605~202805","갱신","사용","55,000","0","연립다세대"
"3977","서울특별시 서대문구 홍제동","318-7","0318","0007","서천빌라","전세","58.4400","202605","06","21,000","0","3","1995","통일로37다길 17","202605~202805","갱신","사용","21,000","0","연립다세대"
"3978","서울특별시 도봉구 쌍문동","75-25","0075","0025","미래파크타운","월세","69.0000","202605","06","7,106","18","4","2019","도봉로127길 43-11","202606~202805","갱신","-","2,995","39","연립다세대"
"3979","서울특별시 중랑구 망우동","514-29","0514","0029","타임아트빌","월세","24.5100","202605","06","22,500","22","2","2022","봉우재로 26","202605~202805","갱신","사용","27,000","0","연립다세대"
"3980","경기도 군포시 산본동","259-16","0259","0016","에코하우스(259-16)","전세","22.4000","202605","06","8,499","0","4","2012","군포로741번길 12","202606~202706","갱신","-","8,095","0","연립다세대"
"3981","경기도 남양주시 다산동","4027-6","4027","0006","다산엘리시아","월세","42.1800","202605","06","4,000","63","5","2020","미금로56번길 22-1","202605~202805","갱신","-","4,000","60","연립다세대"
"3982","인천광역시 계양구 계산동","57-33","0057","0033","제일그린타운(7동)","전세","46.0600","202605","06","7,700","0","4","1992","계산새로19번길 8-4","202605~202805","갱신","-","8,000","0","연립다세대"
"3983","인천광역시 계양구 계산동","57-33","0057","0033","제일그린타운(7동)","전세","46.0600","202605","06","8,000","0","4","1992","계산새로19번길 8-4","202605~202805","갱신","-","8,000","0","연립다세대"
"3984","인천광역시 계양구 계산동","57-33","0057","0033","제일그린타운(7동)","전세","46.0600","202605","06","7,700","0","4","1992","계산새로19번길 8-4","202605~202805","갱신","-","8,000","0","연립다세대"
"3985","서울특별시 송파구 방이동","55-6","0055","0006","(55-6)","전세","30.5500","202605","06","15,798","0","2","2001","올림픽로34길 27-4","202606~202806","갱신","-","15,046","0","연립다세대"
"3986","서울특별시 송파구 석촌동","218-9","0218","0009","(218-9)","월세","21.9400","202605","06","10,999","18","5","2002","삼학사로6길 15","202606~202806","갱신","사용","10,999","15","연립다세대"
"3987","서울특별시 송파구 송파동","102-24","0102","0024","(102-24)","월세","24.9200","202605","06","11,000","50","3","2020","송이로4길 16-1","202606~202706","갱신","-","11,000","50","연립다세대"
"3988","서울특별시 서초구 서초동","1546-6","1546","0006","팬타트럼-2단지","전세","33.8800","202605","06","45,000","0","6","2019","반포대로24길 42-17","202607~202707","갱신","-","45,000","0","연립다세대"
"3989","서울특별시 서초구 방배동","939-21","0939","0021","다솜","전세","35.6100","202605","06","39,900","0","2","2016","방배로23길 44","202606~202806","갱신","사용","38,000","0","연립다세대"
"3990","서울특별시 동작구 사당동","300-37","0300","0037","더존예가","전세","29.9700","202605","06","26,300","0","5","2017","사당로16사길 41","202605~202805","갱신","-","25,300","0","연립다세대"
"3991","서울특별시 강서구 내발산동","674-19","0674","0019","로뎀그린빌","월세","51.1400","202605","06","15,800","45","2","2003","우장산로8길 58-6","202606~202806","갱신","사용","15,800","42","연립다세대"
"3992","서울특별시 마포구 상암동","12-58","0012","0058","다대빌라","월세","29.9500","202605","06","1,000","66","4","2010","매봉산로2안길 18","202605~202805","갱신","-","1,000","63","연립다세대"
"3993","서울특별시 은평구 수색동","317-6","0317","0006","아이린II","전세","37.9600","202605","06","24,500","0","3","2015","수색로 340-5","202606~202806","갱신","사용","23,500","0","연립다세대"
"3994","서울특별시 도봉구 쌍문동","736","0736","0000","다드림10차(A동)","월세","74.6300","202605","06","15,018","15","3","2022","우이천로38라길 53","202606~202805","갱신","-","5,970","62","연립다세대"
"3995","서울특별시 중랑구 중화동","296-21","0296","0021","세종에코그린","월세","28.8400","202605","06","13,000","44","2","2022"," ","202606~202806","갱신","사용","13,000","40","연립다세대"
"3996","서울특별시 광진구 구의동","647-10","0647","0010","동아아트빌","전세","49.0000","202605","06","18,000","0","1","2002","광나루로30다길 30-5","202605~202705","갱신","사용","18,000","0","연립다세대"
"3997","서울특별시 용산구 후암동","389-8","0389","0008","미산빌19차","전세","28.0900","202605","06","23,000","0","4","2023","두텁바위로47길 28","202605~202805","갱신","사용","23,000","0","연립다세대"
"3998","제주특별자치도 서귀포시 동홍동","1902-7","1902","0007","루체비스타","월세","77.1000","202605","06","2,000","83","3","2020","동홍로303번길 22","202605~202805","갱신","사용","2,000","83","연립다세대"
"3999","제주특별자치도 제주시 오등동","1458","1458","0000","제웅풍경빌리지","전세","59.9630","202605","06","18,000","0","1","2016","오등봉길 78","202605~202805","갱신","-","18,000","0","연립다세대"
"4000","경기도 부천시 원미구 원미동","109-7","0109","0007","대왕빌라","전세","58.1000","202605","06","13,300","0","3","2003","조종로7번길 8","202605~202805","갱신","사용","13,000","0","연립다세대"
"4001","경기도 성남시 중원구 은행동","1876","1876","0000","동아빌라","전세","40.8500","202605","06","12,500","0","2","1994","은행로38번길 11-16","202606~202806","갱신","-","11,500","0","연립다세대"
"4002","서울특별시 강동구 성내동","440-27","0440","0027","오륜아크로빌","월세","42.3100","202605","06","9,000","95","4","2019","강동대로55길 36","202606~202806","갱신","사용","9,000","90","연립다세대"
"4003","서울특별시 송파구 문정동","10","0010","0000","(10-0)","월세","18.6100","202605","06","16,000","20","4","2020","송이로32길 4-13","202606~202806","갱신","-","15,000","20","연립다세대"
"4004","서울특별시 송파구 석촌동","268","0268","0000","(268-0)","전세","27.5100","202605","06","28,000","0","4","2015","가락로11길 16","202605~202805","갱신","-","27,300","0","연립다세대"
"4005","서울특별시 강남구 개포동","1237-16","1237","0016","아택원빌딩","전세","26.6000","202605","06","18,100","0","5","2018","논현로18길 15","202605~202805","갱신","-","17,270","0","연립다세대"
"4006","서울특별시 강남구 역삼동","793-14","0793","0014","(793-14)","전세","30.4800","202605","06","15,000","0","4","2002","도곡로13길 24","202605~202805","갱신","-","14,700","0","연립다세대"
"4007","서울특별시 서초구 방배동","929-36","0929","0036","(929-36)","전세","69.4400","202605","06","44,690","0","4","2012","효령로25길 63","202605~202805","갱신","-","41,690","0","연립다세대"
"4008","서울특별시 동작구 사당동","1028-3","1028","0003","(1028-3)","월세","28.9800","202605","06","24,000","10","4","2015","사당로28길 49-1","202605~202805","갱신","-","23,500","10","연립다세대"
"4009","서울특별시 영등포구 도림동","137-7","0137","0007","시온(Zion)하우스","월세","29.2400","202605","06","26,712","2","4","2022"," ","202606~202806","갱신","-","26,000","0","연립다세대"
"4010","서울특별시 금천구 가산동","150-15","0150","0015","G밸리하우스C","월세","31.0500","202605","06","1,256","16","3","2017","시흥대로145길 67","202606~202805","갱신","-","1,209","16","연립다세대"
"4011","서울특별시 마포구 성산동","200-182","0200","0182","성산에스하임2","월세","45.9600","202605","06","8,087","9","5","2021","새터산14길 51","202606~202805","갱신","-","3,307","34","연립다세대"
"4012","서울특별시 마포구 망원동","433-22","0433","0022","동교센터빌","전세","29.9900","202605","06","27,000","0","5","2020","방울내로 58","202606~202806","갱신","-","27,000","0","연립다세대"
"4013","서울특별시 마포구 서교동","385-5","0385","0005","신도홈타운","전세","36.7200","202605","06","13,600","0","-1","1991","양화로7길 44-12","202606~202806","갱신","-","2,500","50","연립다세대"
"4014","서울특별시 마포구 염리동","149-14","0149","0014","행복신양염리2차","전세","17.6000","202605","06","15,100","0","4","2020","백범로25길 9-8","202605~202805","갱신","사용","15,100","0","연립다세대"
"4015","서울특별시 은평구 녹번동","35-18","0035","0018","삼우렉스빌","전세","29.5900","202605","06","25,000","0","2","2021","통일로57길 13","202605~202607","갱신","-","25,000","0","연립다세대"
"4016","서울특별시 성북구 정릉동","402-90","0402","0090","태영빌라","전세","68.5200","202605","06","25,010","0","2","2004","보국문로12길 28","202605~202805","갱신","-","25,000","0","연립다세대"
"4017","서울특별시 성북구 정릉동","16-146","0016","0146","대도아트빌","전세","58.4700","202605","06","28,000","0","5","2012","정릉로38나길 12","202605~202805","갱신","-","25,000","0","연립다세대"
"4018","서울특별시 중랑구 중화동","309-94","0309","0094","(309-94)","전세","36.8700","202605","06","31,700","0","2","2021","동일로143길 49-5","202605~202805","갱신","-","30,700","19","연립다세대"
"4019","서울특별시 중랑구 중화동","148-81","0148","0081","(148-81)","전세","59.8700","202605","06","28,010","0","2","2015","봉화산로24길 23","202605~202805","갱신","-","27,010","0","연립다세대"
"4020","서울특별시 용산구 동빙고동","159-8","0159","0008","(159-8)","전세","49.6000","202605","06","9,975","0","3","1989","서빙고로71길 10","202608~202808","갱신","-","9,975","0","연립다세대"
"4021","서울특별시 용산구 후암동","1-103","0001","0103","트레져빌남산1-103","전세","29.6800","202605","06","27,500","0","1","2020","후암로44길 11","202605~202805","갱신","사용","26,500","0","연립다세대"
"4022","제주특별자치도 제주시 조천읍 조천리","1188","1188","0000","조천주암썬빌리지","월세","47.2563","202605","06","2,668","7","3","2002","신북로 324","202606~202805","갱신","-","1,911","11","연립다세대"
"4023","경기도 양주시 덕계동","704-1","0704","0001","엘드림(A,B동)","월세","30.6174","202605","06","500","50","4","2015","평화로1399번길 16","202605~202805","갱신","-","500","50","연립다세대"
"4024","경기도 남양주시 오남읍 양지리","460-13","0460","0013","양지파크빌","전세","46.4200","202605","06","16,000","0","2","2023","진건오남로929번길 46","202606~202806","갱신","사용","16,000","0","연립다세대"
"4025","경기도 남양주시 화도읍 묵현리","99-9","0099","0009","대림홈타운2단지","전세","84.7550","202605","06","17,000","0","3","2018","비룡로99번길 33","202606~202806","갱신","-","16,250","0","연립다세대"
"4026","경기도 과천시 부림동","28-3","0028","0003","(28-3)","전세","60.9000","202605","06","44,000","0","3","2020","부림2길 21","202607~202812","갱신","사용","42,000","0","연립다세대"
"4027","경기도 과천시 별양동","24-2","0024","0002","(24-2)","월세","55.0400","202605","06","40,000","8","4","2020","향촌2길 8","202605~202805","갱신","-","40,000","0","연립다세대"
"4028","경기도 광명시 광명동","747-3","0747","0003","리츠펠리스A","전세","24.0900","202605","06","7,550","0","2","2013","도덕로 10","202605~202805","갱신","-","7,200","0","연립다세대"
"4029","경기도 부천시 오정구 내동","16-15","0016","0015","행복마을(16-15)","월세","49.5700","202605","06","601","27","5","2020","삼작로118번길 19","202607~202806","갱신","-","547","24","연립다세대"
"4030","경기도 부천시 원미구 중동","1152","1152","0000","상록센트럴타워","월세","14.0400","202605","06","115","34","7","2002","중동로 244","202605~202705","갱신","사용","300","34","연립다세대"
"4031","경기도 부천시 원미구 심곡동","447-12","0447","0012","삼화센스빌","전세","57.0300","202605","06","17,700","0","4","2015","신흥로92번길 20","202605~202805","갱신","사용","17,000","0","연립다세대"
"4032","경기도 안양시 동안구 관양동","1371","1371","0000","만안빌라(1동)","전세","37.4700","202605","06","8,000","0","-1","1988","관악대로287번길 125-1","202605~202805","갱신","-","10,000","0","연립다세대"
"4033","경기도 안양시 만안구 석수동","318-2","0318","0002","행운빌라","전세","36.3300","202605","06","12,000","0","2","1990","석수로6번길 60","202605~202805","갱신","사용","12,000","0","연립다세대"
"4034","인천광역시 남동구 구월동","1158-16","1158","0016","문화빌리지2동","전세","56.1000","202605","06","10,000","0","5","2010","성말로53번길 27-2","202606~202806","갱신","사용","10,000","0","연립다세대"
"4035","부산광역시 사하구 신평동","309-7","0309","0007","해오름빌라","월세","57.5270","202605","06","15,100","5","4","2017","신산북로57번길 18","202606~202806","갱신","-","17,000","0","연립다세대"
"4036","서울특별시 강동구 천호동","287-20","0287","0020","유성아트빌","전세","59.7400","202605","06","37,500","0","3","2004","올림픽로92길 7-6","202606~202906","갱신","-","35,000","0","연립다세대"
"4037","서울특별시 강동구 암사동","492-15","0492","0015","동서빌라6차(492-15)","전세","74.0700","202605","06","25,000","0","3","2003","올림픽로98가길 38-1","202605~202705","갱신","-","25,000","0","연립다세대"
"4038","서울특별시 강동구 상일동","333-2","0333","0002","예인빌라","전세","53.5500","202605","06","18,700","0","4","2007","상암로79가길 10","202605~202805","갱신","-","17,800","0","연립다세대"
"4039","서울특별시 송파구 문정동","10-16","0010","0016","정원하우스","전세","29.9800","202605","06","32,000","0","3","2022","동남로8길 29-17","202605~202805","갱신","-","32,000","0","연립다세대"
"4040","서울특별시 송파구 가락동","44-11","0044","0011","동명그린빌","월세","34.4100","202605","06","8,460","75","4","2008","송이로21길 51-6","202605~202805","갱신","사용","8,460","70","연립다세대"
"4041","서울특별시 송파구 삼전동","12-2","0012","0002","(12-2)","월세","39.1800","202605","06","10,000","60","4","2004","백제고분로21길 16-6","202606~202806","갱신","-","10,000","54","연립다세대"
"4042","서울특별시 송파구 잠실동","329-3","0329","0003","잠실리안빌","월세","58.1700","202605","06","30,000","42","2","2019","백제고분로20길 13-38","202605~202805","갱신","사용","30,000","35","연립다세대"
"4043","서울특별시 송파구 잠실동","305-10","0305","0010","미가하우징(305-10)","전세","79.6200","202605","06","40,000","0","3","2002","도곡로62길 5-15","202606~202806","갱신","사용","40,000","0","연립다세대"
"4044","서울특별시 송파구 잠실동","295","0295","0000","글로리아빌","월세","54.2100","202605","06","30,000","5","2","2004","도곡로64길 7-26","202606~202806","갱신","사용","30,000","0","연립다세대"
"4045","서울특별시 서초구 서초동","1432-4","1432","0004","한아름빌라","월세","47.5500","202605","06","26,000","50","1","1986","남부순환로337가길 1","202605~202705","갱신","-","36,000","0","연립다세대"
"4046","서울특별시 서초구 우면동","6-5","0006","0005","(6-5)","전세","35.0200","202605","06","34,700","0","2","2015","바우뫼로4길 18","202605~202805","갱신","-","33,050","0","연립다세대"
"4047","서울특별시 서초구 양재동","8-43","0008","0043","파크빌리지","월세","28.5000","202605","06","4,000","56","2","2002","바우뫼로39길 81","202605~202805","갱신","-","4,000","53","연립다세대"
"4048","서울특별시 서초구 방배동","855-29","0855","0029","(855-29)","월세","37.7500","202605","06","25,000","5","3","2014","서초대로19길 33","202605~202805","갱신","-","25,000","0","연립다세대"
"4049","서울특별시 서초구 반포동","726-48","0726","0048","(726-48)","전세","20.7000","202605","06","15,000","0","2","1988","사평대로53길 45","202605~202805","갱신","사용","15,000","0","연립다세대"
"4050","서울특별시 동작구 상도동","244-29","0244","0029","다인캐슬2차","전세","26.5500","202605","06","28,000","0","5","2019","성대로17길 49","202605~202805","갱신","-","28,000","0","연립다세대"
"4051","서울특별시 강서구 화곡동","100-16","0100","0016","대영빌라트","월세","78.9700","202605","06","18,000","20","4","2000","초록마을로6길 52","202606~202806","갱신","-","13,500","0","연립다세대"
"4052","서울특별시 양천구 신월동","1014-8","1014","0008","대한빌라","전세","40.0200","202605","06","13,000","0","3","1991","남부순환로 600","202605~202805","갱신","-","13,000","0","연립다세대"
