"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-06-01 ~ 2026-06-30"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"2247","제주특별자치도 제주시 한경면 조수리","2***","25m미만","108.36","월세","202606","04","2,000","183","2017","용금로","202607~202707","갱신","-","2,000","167","단독다가구"
"2248","제주특별자치도 제주시 한경면 두모리","1***","8m미만","92.30","월세","202606","04","2,000","125","2023","한원복길","202607~202707","갱신","-","2,000","129","단독다가구"
"2249","서울특별시 강남구 논현동","2**","8m미만","36.50","월세","202606","04","1,000","87","2000","봉은사로29길","202606~202706","갱신","사용","1,000","85","단독다가구"
"2250","서울특별시 구로구 고척동","1**","8m미만","172.62","전세","202606","04","11,000","0","1990","고척로52가길","202606~202806","갱신","-","11,000","0","단독다가구"
"2251","대전광역시 서구 괴정동","9*","8m미만","41.00","월세","202606","04","200","52","2010","괴정로98번길","202606~202706","갱신","-","200","53","단독다가구"
"2252","서울특별시 중구 중림동","7*","12m미만","32.25","전세","202606","04","22,000","0","2020","청파로","202608~202808","갱신","-","22,000","0","단독다가구"
"2253","경상북도 포항시 남구 해도동","8*","8m미만","25.00","월세","202606","04","300","30","2008","중앙로68번길","202606~202706","갱신","-","300","30","단독다가구"
"2254","경기도 수원시 영통구 신동","3**","12m미만","31.47","전세","202606","04","17,000","0","2018","신원로","202608~202808","갱신","-","16,275","0","단독다가구"
"2255","서울특별시 노원구 공릉동","6**","12m미만","54.84","전세","202606","04","16,000","0","1981","동일로174길","202607~202807","갱신","-","15,000","0","단독다가구"
"2256","경기도 양평군 양평읍 창대리","4**","8m미만","24.11","월세","202606","04","1,000","50","2024","충신로","202606~202806","갱신","사용","1,000","50","단독다가구"
"2257","강원특별자치도 원주시 판부면 서곡리","1***","12m미만","36.20","전세","202606","04","4,500","0","2016","매봉길","202607~202701","갱신","-","4,500","0","단독다가구"
"2258","서울특별시 동작구 사당동","6*","8m미만","40.00","전세","202606","04","15,000","0","1990","동작대로33마길","202607~202807","갱신","-","15,000","0","단독다가구"
"2259","경기도 성남시 분당구 정자동","5*","12m미만","24.00","월세","202606","04","3,000","31","1994","느티로77번길","202608~202808","갱신","-","3,000","28","단독다가구"
"2260","세종특별자치시  조치원읍 침산리","2**","8m미만","20.00","월세","202606","04","500","55","2019","행복7길","202606~202706","갱신","사용","500","55","단독다가구"
"2261","서울특별시 중랑구 묵동","2**","8m미만","67.46","전세","202606","04","18,000","0","2003","중랑역로","202606~202806","갱신","-","16,000","0","단독다가구"
"2262","경기도 수원시 장안구 영화동","3**","8m미만","61.79","월세","202606","04","8,000","55","2010","장안로63번길","202606~202806","갱신","-","6,000","55","단독다가구"
"2263","울산광역시 북구 호계동","5**","-","46.28","월세","202606","04","300","60","","","202606~202706","갱신","-","300","60","단독다가구"
"2264","제주특별자치도 서귀포시 안덕면 사계리","3***","8m미만","84.37","월세","202606","04","1,000","125","2017","산방로","202607~202707","갱신","-","1,000","125","단독다가구"
"2265","서울특별시 동작구 사당동","3**","8m미만","45.21","월세","202606","04","10,000","58","2001","사당로20라길","202606~202806","갱신","-","10,000","57","단독다가구"
"2266","서울특별시 강서구 내발산동","7**","8m미만","36.85","월세","202606","04","13,000","13","1989","강서로47다길","202607~202807","갱신","-","13,000","10","단독다가구"
"2267","서울특별시 중랑구 중화동","2**","8m미만","40.73","월세","202606","04","7,500","20","1994","동일로124길","202607~202807","갱신","-","7,500","10","단독다가구"
"2268","경기도 고양시 덕양구 화정동","9**","8m미만","40.00","월세","202606","04","300","41","1999","은빛로17번길","202606~202706","갱신","-","300","39","단독다가구"
"2269","서울특별시 광진구 중곡동","1**","8m미만","58.20","월세","202606","04","4,000","60","1992","천호대로125길","202606~202806","갱신","사용","4,000","56","단독다가구"
"2270","충청북도 청주시 청원구 오창읍 구룡리","4**","12m미만","57.85","전세","202606","04","9,000","0","2006","구룡6길","202606~202806","갱신","-","8,000","0","단독다가구"
"2271","경기도 수원시 영통구 하동","9**","12m미만","101.00","전세","202606","04","36,000","0","2013","법조로149번길","202606~202806","갱신","-","34,000","0","단독다가구"
"2272","경기도 성남시 분당구 야탑동","3**","8m미만","50.00","전세","202606","04","21,000","0","1997","야탑로111번길","202606~202806","갱신","사용","20,000","0","단독다가구"
"2273","경기도 성남시 수정구 태평동","6***","8m미만","25.00","월세","202606","04","500","30","2006","수정북로7번길","202606~202806","갱신","-","500","30","단독다가구"
"2274","경기도 양주시 덕계동","4**","8m미만","61.53","전세","202606","04","6,300","0","1991","평화로1466번길","202606~202806","갱신","사용","6,000","0","단독다가구"
"2275","경기도 평택시 안중읍 송담리","8**","12m미만","28.35","전세","202606","04","6,500","0","2017","송담6길","202607~202807","갱신","-","11,000","0","단독다가구"
"2276","경기도 화성시 동탄구 방교동","7**","25m미만","65.00","월세","202606","04","2,000","95","2014","동탄기흥로257번나길","202608~202708","갱신","-","1,000","90","단독다가구"
"2277","서울특별시 노원구 상계동","3**","8m미만","49.44","월세","202606","04","13,000","5","1983","상계로19길","202606~202706","갱신","-","14,000","0","단독다가구"
"2278","서울특별시 강동구 성내동","5**","12m미만","39.00","전세","202606","04","12,500","0","1988","성안로13길","202606~202806","갱신","-","11,500","0","단독다가구"
"2279","인천광역시 남동구 논현동","6**","12m미만","58.00","전세","202606","04","13,500","0","2012","은봉로312번길","202607~202807","갱신","사용","13,500","0","단독다가구"
"2280","경기도 남양주시 별내동","1***","25m미만","60.00","전세","202606","04","23,000","0","2018","식송2로","202607~202807","갱신","-","23,000","0","단독다가구"
"2281","서울특별시 중랑구 묵동","1**","8m미만","40.29","전세","202606","04","14,500","0","1995","동일로160길","202606~202806","갱신","-","13,000","0","단독다가구"
"2282","서울특별시 중랑구 면목동","3**","8m미만","30.00","월세","202606","04","1,000","52","1994","면목로21길","202606~202806","갱신","-","1,000","45","단독다가구"
"2283","경기도 성남시 분당구 야탑동","3**","8m미만","80.00","월세","202606","04","10,000","55","2002","매화로37번길","202606~202806","갱신","사용","10,000","50","단독다가구"
"2284","경기도 과천시 문원동","1*","8m미만","70.00","전세","202606","04","30,400","0","2013","공원마을3길","202606~202806","갱신","사용","29,000","0","단독다가구"
"2285","경기도 평택시 포승읍 도곡리","1***","12m미만","39.60","월세","202606","04","300","50","2004","여술3길","202607~202707","갱신","-","300","50","단독다가구"
"2286","서울특별시 중랑구 망우동","1**","8m미만","67.10","전세","202606","04","18,000","0","1974","망우로76길","202606~202806","갱신","-","14,000","0","단독다가구"
"2287","충청북도 청주시 청원구 오창읍 구룡리","4**","12m미만","57.00","전세","202606","04","9,000","0","2006","구룡6길","202606~202806","갱신","-","8,000","0","단독다가구"
"2288","경기도 성남시 수정구 신흥동","3***","8m미만","40.00","월세","202606","04","3,000","30","1992","공원로379번길","202606~202806","갱신","-","2,000","30","단독다가구"
"2289","서울특별시 강남구 역삼동","6**","8m미만","57.92","월세","202606","04","18,000","30","1994","봉은사로38길","202606~202806","갱신","-","17,000","30","단독다가구"
"2290","경기도 성남시 분당구 판교동","5**","12m미만","106.73","전세","202606","04","65,000","0","2010","서판교로58번길","202607~202807","갱신","-","65,000","0","단독다가구"
"2291","경기도 용인시 처인구 역북동","7**","12m미만","33.00","전세","202606","04","10,350","0","2016","명지로60번길","202607~202807","갱신","-","10,000","0","단독다가구"
"2292","서울특별시 서대문구 창천동","2**","8m미만","127.09","전세","202606","04","50,000","0","2003","신촌로3길","202606~202806","갱신","-","40,000","0","단독다가구"
"2293","경기도 안산시 단원구 선부동","1***","8m미만","43.00","월세","202606","04","1,000","46","1994","석수로6길","202606~202806","갱신","사용","2,000","35","단독다가구"
"2294","서울특별시 종로구 명륜3가","*","12m미만","55.47","전세","202606","04","23,000","0","1988","명륜길","202606~202806","갱신","사용","22,000","0","단독다가구"
"2295","경기도 의정부시 가능동","6**","8m미만","58.86","월세","202606","04","10,000","5","1989","신촌로5번길","202607~202807","갱신","사용","10,000","0","단독다가구"
"2296","경기도 남양주시 별내동","1***","12m미만","78.45","전세","202606","04","20,000","0","2022","식송2로","202607~202807","갱신","-","20,000","50","단독다가구"
"2297","서울특별시 광진구 중곡동","1**","8m미만","75.70","월세","202606","04","18,000","30","2004","면목로12길","202606~202706","갱신","-","16,000","30","단독다가구"
"2298","경기도 성남시 수정구 신촌동","2**","8m미만","83.00","전세","202606","04","16,250","0","","신촌로","202606~202806","갱신","-","15,500","0","단독다가구"
"2299","서울특별시 서초구 방배동","7**","8m미만","42.90","전세","202606","04","24,000","0","1996","동광로9길","202606~202806","갱신","-","24,000","0","단독다가구"
"2300","서울특별시 종로구 옥인동","7*","8m미만","23.57","월세","202606","04","1,000","60","2017","옥인1길","202606~202806","갱신","사용","1,000","55","단독다가구"
"2301","경기도 시흥시 신천동","7**","8m미만","69.21","전세","202606","04","6,500","0","1985","호현로21번길","202607~202807","갱신","-","6,000","0","단독다가구"
"2302","경기도 하남시 망월동","8**","25m미만","40.00","전세","202606","04","21,994","0","2016","미사강변한강로","202607~202806","갱신","-","20,948","0","단독다가구"
"2303","서울특별시 마포구 망원동","4**","12m미만","80.28","월세","202606","04","17,000","45","1993","희우정로20길","202606~202806","갱신","-","17,000","40","단독다가구"
"2304","경기도 남양주시 다산동","6***","25m미만","83.00","월세","202606","04","22,050","8","2018","다산중앙로82번안길","202606~202706","갱신","사용","22,050","9","단독다가구"
"2305","경기도 고양시 덕양구 지축동","8**","12m미만","58.61","월세","202606","04","20,000","4","2022","오부자1길","202608~202808","갱신","-","20,000","0","단독다가구"
"2306","경기도 성남시 수정구 태평동","5***","8m미만","35.21","전세","202606","04","6,500","0","1997","탄리로145번길","202606~202806","갱신","-","4,500","0","단독다가구"
"2307","서울특별시 중랑구 면목동","3**","8m미만","43.47","월세","202606","04","8,000","30","1992","답십리로75길","202606~202806","갱신","-","12,000","0","단독다가구"
"2308","서울특별시 강동구 성내동","4**","8m미만","39.60","월세","202606","04","2,000","64","1997","풍성로56길","202607~202807","갱신","-","2,000","60","단독다가구"
"2309","경기도 부천시 원미구 상동","5**","12m미만","76.00","전세","202606","04","19,000","0","2008","호수로3번길","202606~202806","갱신","사용","20,000","0","단독다가구"
"2310","서울특별시 성북구 하월곡동","8*","8m미만","36.75","전세","202606","04","8,400","0","1992","오패산로3길","202608~202808","갱신","사용","8,000","0","단독다가구"
"2311","경상북도 포항시 북구 장성동","1***","12m미만","26.00","월세","202606","04","300","36","2012","법원로63번길","202607~202701","갱신","-","300","36","단독다가구"
"2312","경기도 고양시 덕양구 지축동","1***","12m미만","40.53","전세","202606","04","20,000","0","2021","안진8길","202606~202803","갱신","사용","20,000","0","단독다가구"
"2313","대구광역시 수성구 범어동","7**","8m미만","66.33","월세","202606","04","500","40","1991","동대구로55길","202606~202806","갱신","-","12,000","0","단독다가구"
"2314","서울특별시 서초구 방배동","8**","8m미만","60.39","전세","202606","04","30,000","0","1977","서초대로23길","202606~202806","갱신","사용","30,000","0","단독다가구"
"2315","경기도 하남시 신장동","4**","8m미만","42.40","전세","202606","04","12,000","0","1991","하남대로801번길","202606~202806","갱신","-","10,000","0","단독다가구"
"2316","서울특별시 동대문구 전농동","6*","8m미만","67.86","전세","202606","04","20,000","0","1990","전농로16길","202606~202806","갱신","사용","20,000","0","단독다가구"
"2317","경기도 남양주시 진접읍 금곡리","1***","12m미만","85.00","전세","202606","04","17,225","0","2015","해밀예당1로235번길","202606~202806","갱신","-","17,225","0","단독다가구"
"2318","경기도 성남시 수정구 신흥동","3***","8m미만","33.00","월세","202606","04","6,250","10","1993","공원로391번길","202606~202806","갱신","-","6,250","0","단독다가구"
"2319","경기도 성남시 수정구 복정동","6**","12m미만","60.72","전세","202606","04","18,500","0","2010","성남대로1542번길","202606~202806","갱신","-","18,500","0","단독다가구"
"2320","서울특별시 성북구 하월곡동","7*","8m미만","47.32","전세","202606","04","13,000","0","1993","오패산로13길","202606~202806","갱신","사용","13,000","0","단독다가구"
"2321","경기도 광주시 중대동","1*","8m미만","75.00","월세","202606","04","8,000","20","2008","고불로","202606~202806","갱신","사용","8,000","20","단독다가구"
"2322","경기도 하남시 덕풍동","3**","8m미만","58.50","전세","202606","04","16,000","0","1985","신장로189번길","202606~202806","갱신","사용","16,000","0","단독다가구"
"2323","경기도 의정부시 민락동","7**","12m미만","65.00","전세","202606","04","12,600","0","2016","송현로82번길","202607~202807","갱신","사용","12,000","0","단독다가구"
"2324","서울특별시 강남구 논현동","2**","8m미만","23.00","월세","202606","04","500","30","1997","논현로126길","202609~202809","갱신","사용","500","35","단독다가구"
"2325","경기도 광주시 신현동","7**","8m미만","64.76","전세","202606","04","18,500","0","2017","상태길","202606~202806","갱신","사용","18,500","0","단독다가구"
"2326","서울특별시 강동구 성내동","4**","12m미만","55.00","전세","202606","04","20,500","0","1997","강동대로51길","202606~202806","갱신","사용","20,000","0","단독다가구"
"2327","경기도 용인시 처인구 역북동","2**","8m미만","25.00","월세","202606","04","500","48","","낙은로50번길","202606~202706","갱신","-","500","42","단독다가구"
"2328","강원특별자치도 춘천시 후평동","7**","12m미만","74.00","전세","202606","04","17,000","0","2018","만천로199번길","202606~202806","갱신","-","17,000","0","단독다가구"
"2329","경기도 남양주시 별내동","1***","12m미만","96.85","전세","202606","04","20,940","0","2012","별내5로23번길","202606~202806","갱신","-","19,950","0","단독다가구"
"2330","제주특별자치도 서귀포시 안덕면 사계리","8**","12m미만","195.78","월세","202606","04","2,000","263","2013","사계로114번길","202607~202707","갱신","-","2,000","263","단독다가구"
"2331","서울특별시 강동구 천호동","3**","8m미만","38.58","월세","202606","04","2,000","40","1991","천중로11길","202606~202806","갱신","-","2,000","50","단독다가구"
"2332","경기도 용인시 수지구 신봉동","9**","25m미만","89.10","월세","202606","04","3,000","130","2017","신봉2로","202607~202806","갱신","-","3,000","122","단독다가구"
"2333","경기도 수원시 팔달구 인계동","3**","8m미만","30.00","월세","202606","03","1,000","45","1998","권광로285번길","202607~202807","갱신","-","500","40","단독다가구"
"2334","서울특별시 성북구 보문동4가","4*","8m미만","26.57","월세","202606","03","500","65","1992","고려대로2길","202606~202706","갱신","-","1,000","60","단독다가구"
"2335","경기도 광주시 경안동","1**","8m미만","39.65","월세","202606","03","500","42","2004","문화로","202606~202806","갱신","-","500","42","단독다가구"
"2336","경기도 용인시 기흥구 영덕동","1***","12m미만","45.00","월세","202606","03","1,000","70","2015","흥덕4로15번길","202607~202707","갱신","-","1,000","70","단독다가구"
"2337","인천광역시 서해구 검암동","5**","12m미만","26.40","월세","202606","03","600","31","","검암로","202606~202806","갱신","-","1,000","27","단독다가구"
"2338","경기도 성남시 수정구 신흥동","6***","8m미만","38.60","월세","202606","03","500","42","1989","탄리로52번길","202606~202806","갱신","사용","500","40","단독다가구"
"2339","서울특별시 중랑구 망우동","5**","8m미만","65.52","월세","202606","03","1,000","60","1992","상봉로12가길","202606~202806","갱신","-","15,000","0","단독다가구"
"2340","제주특별자치도 서귀포시 안덕면 화순리","2***","12m미만","110.58","월세","202606","03","2,000","142","2005","화순문화로","202608~202707","갱신","-","2,000","158","단독다가구"
"2341","서울특별시 서초구 반포동","7**","12m미만","118.99","월세","202606","03","3,000","80","2004","강남대로83길","202606~202806","갱신","-","1,000","74","단독다가구"
"2342","강원특별자치도 강릉시 임당동","1**","8m미만","33.00","월세","202606","03","200","30","1996","임영로182번길","202606~202706","갱신","-","200","30","단독다가구"
"2343","서울특별시 관악구 봉천동","1***","8m미만","18.00","월세","202606","03","300","50","1996","관악로10길","202607~202706","갱신","-","300","48","단독다가구"
"2344","경기도 시흥시 정왕동","2***","25m미만","40.00","월세","202606","03","500","50","2007","오이도중앙로","202606~202806","갱신","-","500","35","단독다가구"
"2345","경기도 광주시 초월읍 쌍동리","2**","8m미만","45.00","월세","202606","03","14,500","3","2016","도곡안길","202608~202808","갱신","-","14,500","0","단독다가구"
"2346","경기도 용인시 수지구 동천동","8**","25m미만","50.00","월세","202606","03","3,000","52","2006","수풍로116번길","202606~202806","갱신","-","3,000","50","단독다가구"
"2347","강원특별자치도 춘천시 온의동","1**","8m미만","30.00","월세","202606","03","300","49","2020","터미널길14번길","202606~202706","갱신","-","300","47","단독다가구"
"2348","서울특별시 광진구 중곡동","1**","8m미만","43.00","전세","202606","03","21,000","0","1997","천호대로127길","202606~202806","갱신","-","20,000","0","단독다가구"
"2349","경기도 화성시 효행구 봉담읍 상리","6**","25m미만","72.00","전세","202606","03","13,650","0","2020","장등1길","202608~202807","갱신","-","13,650","0","단독다가구"
"2350","경기도 성남시 수정구 태평동","5***","8m미만","21.00","월세","202606","03","500","45","1989","남문로7번길","202606~202806","갱신","-","500","45","단독다가구"
"2351","대구광역시 달서구 진천동","6**","12m미만","65.45","전세","202606","03","15,000","0","2017","진천로9길","202606~202806","갱신","사용","15,000","0","단독다가구"
"2352","서울특별시 서초구 방배동","7**","8m미만","37.50","전세","202606","03","13,200","0","2002","동광로3길","202606~202806","갱신","-","12,600","0","단독다가구"
"2353","서울특별시 서초구 서초동","1***","8m미만","46.41","전세","202606","03","27,300","0","2007","명달로8길","202606~202806","갱신","-","26,300","0","단독다가구"
"2354","서울특별시 구로구 항동","2**","12m미만","51.92","전세","202606","03","23,000","0","2020","","202606~202806","갱신","-","23,000","0","단독다가구"
"2355","경기도 오산시 원동","3**","8m미만","32.25","월세","202606","03","4,000","35","2017","경기대로148번길","202606~202712","갱신","-","4,000","35","단독다가구"
"2356","서울특별시 영등포구 신길동","9*","8m미만","33.00","전세","202606","03","8,000","0","1994","영등포로80길","202606~202806","갱신","-","5,000","20","단독다가구"
"2357","부산광역시 동래구 복천동","9*","8m미만","55.08","월세","202606","03","1,000","20","1993","동래로157번길","202606~202806","갱신","-","2,000","15","단독다가구"
"2358","서울특별시 은평구 역촌동","8*","8m미만","38.00","월세","202606","03","4,000","43","1991","연서로3길","202606~202806","갱신","사용","4,000","40","단독다가구"
"2359","서울특별시 은평구 불광동","1**","8m미만","49.98","월세","202606","03","8,000","10","1993","불광로22길","202606~202806","갱신","-","8,000","10","단독다가구"
"2360","경기도 고양시 덕양구 화정동","9**","8m미만","25.00","월세","202606","03","500","35","1997","은빛로29번길","202606~202706","갱신","-","500","32","단독다가구"
"2361","전북특별자치도 군산시 금암동","*","-","59.00","월세","202606","03","13,000","4","","","202608~202808","갱신","-","13,000","4","단독다가구"
"2362","경기도 수원시 영통구 원천동","6*","12m미만","66.00","전세","202606","03","16,000","0","2014","월드컵로151번길","202606~202706","갱신","-","15,000","0","단독다가구"
"2363","서울특별시 광진구 자양동","6**","8m미만","55.08","월세","202606","03","20,000","25","1991","자양로13나길","202608~202808","갱신","-","20,000","23","단독다가구"
"2364","경기도 남양주시 별내동","1***","12m미만","70.00","전세","202606","03","26,250","0","2017","식송1로","202607~202807","갱신","사용","25,000","0","단독다가구"
"2365","경기도 용인시 기흥구 보정동","1***","12m미만","75.00","월세","202606","03","17,000","40","2006","죽현로","202606~202806","갱신","-","16,000","20","단독다가구"
"2366","경기도 안산시 상록구 본오동","8**","12m미만","71.14","전세","202606","03","10,000","0","1999","본원로5길","202607~202807","갱신","-","9,000","0","단독다가구"
"2367","서울특별시 강동구 명일동","3**","8m미만","34.54","전세","202606","03","12,000","0","1991","상암로47길","202607~202807","갱신","-","10,000","0","단독다가구"
"2368","서울특별시 성북구 석관동","2**","8m미만","33.22","전세","202606","03","13,000","0","1967","돌곶이로17길","202606~202806","갱신","-","13,000","0","단독다가구"
"2369","서울특별시 서초구 방배동","8**","8m미만","51.53","전세","202606","03","37,800","0","2016","서초대로23길","202606~202806","갱신","-","37,800","0","단독다가구"
"2370","경기도 용인시 기흥구 영덕동","1***","12m미만","45.00","월세","202606","03","1,000","70","2015","흥덕4로15번길","202607~202707","갱신","-","1,000","70","단독다가구"
"2371","서울특별시 동작구 사당동","2**","8m미만","34.56","월세","202606","03","1,000","70","1994","사당로6길","202608~202808","갱신","사용","1,000","66","단독다가구"
"2372","서울특별시 관악구 신림동","4**","12m미만","17.00","월세","202606","03","500","46","2017","신사로20길","202607~202707","갱신","-","500","48","단독다가구"
"2373","서울특별시 강동구 고덕동","2**","12m미만","249.23","월세","202606","03","500","40","1987","아리수로74길","202606~202806","갱신","-","80","80","단독다가구"
"2374","서울특별시 서초구 반포동","5**","8m미만","50.00","전세","202606","03","19,200","0","1997","동광로49길","202607~202807","갱신","사용","18,500","0","단독다가구"
"2375","서울특별시 동대문구 장안동","1**","12m미만","46.77","월세","202606","03","15,000","40","1972","답십리로62길","202606~202806","갱신","-","15,000","20","단독다가구"
"2376","서울특별시 송파구 삼전동","1**","8m미만","41.00","전세","202606","03","24,000","0","1995","삼학사로19길","202606~202806","갱신","-","24,000","0","단독다가구"
"2377","경기도 남양주시 다산동","6***","12m미만","47.45","전세","202606","03","23,150","0","2019","다산중앙로82번안길","202607~202807","갱신","사용","22,050","0","단독다가구"
"2378","경기도 화성시 동탄구 방교동","7**","25m미만","50.00","전세","202606","03","12,600","0","2014","동탄기흥로257번가길","202606~202806","갱신","사용","12,000","0","단독다가구"
"2379","경기도 남양주시 다산동","6***","12m미만","51.00","월세","202606","03","3,000","95","2018","다산중앙로82번길","202608~202808","갱신","사용","3,000","90","단독다가구"
"2380","경기도 화성시 만세구 향남읍 하길리","1***","12m미만","83.88","전세","202606","03","20,000","0","2023","사챙이1길","202606~202806","갱신","-","20,000","0","단독다가구"
"2381","서울특별시 은평구 불광동","1**","8m미만","51.60","전세","202606","03","11,650","0","1997","연서로","202606~202806","갱신","사용","11,100","0","단독다가구"
"2382","경기도 과천시 중앙동","1*","8m미만","148.38","전세","202606","03","105,000","0","1982","향교말1길","202606~202806","갱신","-","99,200","0","단독다가구"
"2383","서울특별시 강동구 성내동","4**","8m미만","40.00","월세","202606","03","5,000","40","1994","양재대로91가길","202606~202806","갱신","-","13,000","0","단독다가구"
"2384","경기도 남양주시 별내동","8**","25m미만","65.00","월세","202606","03","5,000","100","2014","덕송2로10번길","202608~202808","갱신","-","17,290","0","단독다가구"
"2385","서울특별시 마포구 신수동","9*","8m미만","49.00","전세","202606","03","24,000","0","2008","신수로8길","202606~202806","갱신","사용","23,000","0","단독다가구"
"2386","서울특별시 광진구 자양동","5**","8m미만","40.00","월세","202606","03","5,500","40","1995","뚝섬로31가길","202606~202806","갱신","-","5,500","15","단독다가구"
"2387","서울특별시 관악구 봉천동","6**","8m미만","33.33","월세","202606","03","2,000","50","1991","국회단지21길","202606~202706","갱신","-","5,000","30","단독다가구"
"2388","경기도 수원시 권선구 구운동","4**","8m미만","42.18","전세","202606","03","13,500","0","2019","구운중로51번길","202607~202807","갱신","-","13,000","0","단독다가구"
"2389","경기도 남양주시 별내동","1***","12m미만","85.00","전세","202606","03","25,200","0","2017","식송1로","202606~202806","갱신","-","25,200","0","단독다가구"
"2390","서울특별시 성동구 용답동","3*","8m미만","25.00","월세","202606","03","11,000","35","1975","용답21길","202606~202806","갱신","-","11,000","0","단독다가구"
"2391","서울특별시 구로구 구로동","4**","8m미만","164.30","월세","202606","03","1,000","37","1991","벚꽃로70길","202606~202806","갱신","-","1,000","37","단독다가구"
"2392","경기도 남양주시 별내동","9**","12m미만","59.40","전세","202606","03","18,000","0","2014","두물로27번길","202606~202812","갱신","-","18,000","0","단독다가구"
"2393","서울특별시 영등포구 신길동","2**","8m미만","20.00","월세","202606","03","500","40","1991","신길로41가길","202606~202806","갱신","-","200","40","단독다가구"
"2394","충청남도 보령시 동대동","1***","8m미만","68.46","전세","202606","03","12,000","0","2017","큰오랏4길","202606~202806","갱신","-","12,000","0","단독다가구"
"2395","경기도 성남시 중원구 하대원동","3**","8m미만","47.80","월세","202606","03","10,000","33","1986","마지로","202607~202807","갱신","사용","10,000","30","단독다가구"
"2396","경기도 시흥시 정왕동","1***","12m미만","24.00","월세","202606","03","1,000","16","2002","군서로46번길","202606~202706","갱신","-","500","25","단독다가구"
"2397","서울특별시 관악구 신림동","1***","12m미만","58.45","전세","202606","03","4,000","0","1983","조원로10길","202606~202806","갱신","-","3,000","0","단독다가구"
"2398","서울특별시 동대문구 이문동","3**","8m미만","28.20","월세","202606","03","500","62","1994","이문로17길","202608~202708","갱신","-","500","60","단독다가구"
"2399","경기도 부천시 소사구 송내동","7**","25m미만","50.00","전세","202606","03","15,500","0","2003","송내대로27번길","202608~202808","갱신","-","15,000","0","단독다가구"
"2400","경기도 성남시 분당구 운중동","8**","25m미만","79.93","전세","202606","03","68,250","0","2020","산운로68번길","202607~202807","갱신","사용","65,000","0","단독다가구"
"2401","서울특별시 서초구 방배동","7**","8m미만","89.84","전세","202606","03","49,900","0","","동광로1길","202606~202806","갱신","-","46,200","0","단독다가구"
"2402","서울특별시 강남구 일원동","6**","12m미만","101.17","전세","202606","03","55,000","0","1987","개포로116길","202606~202806","갱신","사용","55,000","0","단독다가구"
"2403","서울특별시 강서구 화곡동","1***","8m미만","52.37","월세","202606","03","20,000","15","2001","강서로33가길","202606~202806","갱신","-","20,000","0","단독다가구"
"2404","대전광역시 서구 도안동","1***","12m미만","31.00","월세","202606","03","525","42","2017","도안동로31번길","202606~202706","갱신","사용","500","40","단독다가구"
"2405","서울특별시 양천구 목동","3**","8m미만","26.40","월세","202606","02","296","8","1996","목동중앙본로17길","202607~202806","갱신","-","282","8","단독다가구"
"2406","서울특별시 송파구 송파동","9*","8m미만","25.00","월세","202606","02","500","40","1985","송파대로38길","202606~202806","갱신","-","500","35","단독다가구"
"2407","제주특별자치도 제주시 이도이동","2***","12m미만","99.00","월세","202606","02","500","71","2013","구남동4길","202606~202806","갱신","-","500","68","단독다가구"
"2408","인천광역시 서해구 청라동","1**","12m미만","74.09","월세","202606","02","3,000","80","2013","청라루비로42번길","202606~202806","갱신","-","13,000","0","단독다가구"
"2409","인천광역시 서해구 검암동","6**","25m미만","26.40","월세","202606","02","300","34","2010","승학로422번길","202606~202706","갱신","-","300","33","단독다가구"
"2410","전남광주통합특별시 광산구 비아동","9*","12m미만","26.10","월세","202606","02","200","40","","비아중앙로31번길","202606~202706","갱신","-","200","50","단독다가구"
"2411","전북특별자치도 군산시 수송동","7**","12m미만","50.00","월세","202606","02","500","33","2009","남수송6길","202606~202806","갱신","사용","500","32","단독다가구"
"2412","경기도 고양시 덕양구 향동동","5**","12m미만","41.70","월세","202606","02","10,000","117","2021","향기3로","202606~202806","갱신","-","10,000","110","단독다가구"
"2413","경기도 평택시 용이동","7**","25m미만","28.61","월세","202606","02","500","43","2018","신흥1로2길","202607~202610","갱신","-","500","41","단독다가구"
"2414","경기도 수원시 영통구 이의동","1***","12m미만","70.00","전세","202606","02","27,000","0","2016","센트럴파크로127번길","202606~202806","갱신","-","26,000","0","단독다가구"
